Video_File,Audio_File,Duration,Transcript,translated_transcript,Summary
@zyngod69_video_7148129426637638954.mp4,@zyngod69_video_7148129426637638954.mp3,2.0, TH platform,TH platform,"The transcript ""TH platform"" is too short to summarize. It likely refers to TikTok itself but doesn't offer any information about video content, addictive behavior, ONP (presumably online pornography) use, humor, or sentiment.  More context is needed."
@vgnett_video_7249461972129893659.mp4,@vgnett_video_7249461972129893659.mp3,26.0, Fant snus til 2 miljoner. Politie i Østfanten kontiner med store mengdesnus på så fin myr uten for Oslo sent søndag kveld. Politie vet ikke hvor snusen stamme fra. Men i ma i skrev vegomens snus leverandøer som fik fra stålet 27.000 boxen med snus. Nå undersøker politie om dette kan være snusende jeg funnet. Lese med via linken på profilen vår.,"Found snuff for 2 milions.Police in the Eastern Fante with large quantity snuff on such nice marshes outside Oslo late Sunday night.Police do not know where the snuff from.But in MA in, the vein snuff wrote supplies that got from the steel 27,000 box with snuff.Now the police are investigating whether this can be sniffing I found.Read with via the link on our profile.","Police near Oslo discovered a large stash of snuff (moist tobacco) hidden in marshes.  The video likely shows the seized snuff. Authorities are investigating whether it's connected to a recent theft of 27,000 boxes and haven't disclosed the snuff's origin.  There's no explicit mention of addiction, ONP use, humor, or specific sentiment in the provided text."
@bayerischerfreak_video_7255244422772772122.mp4,@bayerischerfreak_video_7255244422772772122.mp3,9.6," I got a few baddest up under my bed Oh bitch, I'm a big gangster Turn around with your foreign love Koka ain't no slang C'mon, hunt it up and just order a russ","I got a few baddest up under my bed Oh bitch, I'm a big gangster Turn around with your foreign love Koka ain't no slang C'mon, hunt it up and just order a russ","The video likely depicts someone bragging about wealth and status (""baddest,"" ""big gangster,"" ""foreign love""). The lyrics reference cocaine (""Koka"") and potentially other drugs (""order a russ,"" likely referring to prescription cough syrup containing promethazine/codeine).  The tone seems boastful and potentially promotes risky/addictive behavior related to drug use. There's a possible attempt at humor or swagger in the delivery."
@un777ucky_video_7166373718187412778.mp4,@un777ucky_video_7166373718187412778.mp3,21.76," I was looking for my sunglasses earlier and I realized I had a spares in in there. Past Basie, put this in there when we had more bread so that broke current Basie could have a zin. It's the season of being thankful. So I'm thankful for my past self being able to hold out for future self.","I was looking for my sunglasses earlier and I realized I had a spares in in there. Past Basie, put this in there when we had more bread so that broke current Basie could have a zin. It's the season of being thankful. So I'm thankful for my past self being able to hold out for future self.","The creator found a spare pair of sunglasses their past self stashed away for their ""broke current self.""  This thoughtful act of past self-care is presented with a humorous and thankful tone, showing appreciation for their past foresight.  There's no indication of addictive behavior or ONP use."
@ggarbarino__video_7160372834215218475.mp4,@ggarbarino__video_7160372834215218475.mp3,9.0," How much wine can a wood truck have a wood truck could rip up or neckies in? He's upper neck he went, pillows, fruit, a fruit, a...","How much wine can a wood truck have a wood truck could rip up or neckies in? He's upper neck he went, pillows, fruit, a fruit, a...","The video appears to show someone packing absurd and random items (pillows, fruit) into a wooden toy truck while nonsensically repeating phrases about wine and a ""wood truck."" There's no clear addictive behavior or ONP use. The humor comes from the absurdity and the seemingly intoxicated or nonsensical speech. The overall sentiment is silly and lighthearted."
@baccercanman_video_7176105124635446574.mp4,@baccercanman_video_7176105124635446574.mp3,0.0,,,No transcript available.
@adde.aa_video_7187804205699157253.mp4,@adde.aa_video_7187804205699157253.mp3,2.0, I love being a woman.,I love being a woman.,"The TikTok video is a simple, positive affirmation of womanhood. It doesn't depict any specific actions, addictive behaviors, or ONP use, nor does it employ humor. The sentiment expressed is one of love and appreciation for being a woman."
@idakarlssonnnn_video_7264482512284552480.mp4,@idakarlssonnnn_video_7264482512284552480.mp3,10.32," If you say what can make me feel this way Magnum, Magnum, Magnum, Magnum Talkin' loud, Magnum","If you say what can make me feel this way Magnum, Magnum, Magnum, Magnum Talkin' loud, Magnum","The TikTok features someone repeatedly and enthusiastically chanting ""Magnum,"" likely referencing the ice cream.  This suggests a playful, possibly humorous, obsession with Magnum ice cream bars, hinting at a lighthearted, albeit potentially addictive, fondness for the treat.  There's no obvious ONP (One-Night-Stand/Porn) use or strong sentiment beyond excitement."
@nu.nl_video_7148832832696175878.mp4,@nu.nl_video_7148832832696175878.mp3,31.959999999999997," De politie krijgt heel veel signalen dat kinderen uit groep 7 en 8 en de eerste klas van de medoware school snus aangeboden krijgen van criminelen. Snus is de bak in de vorm van een tabletje of een tezakje. We zien dat snus ervslavond is, want na het gebruik van drie sapjes kan je afslavdragen. En dat is precies wat die criminelen willen, je verslaaf maken. Zodat je in heel voor, ze dus illegale klusjes voor een uitvoert. De politie zie daardoor dat kinderen langzaammahand de criminaliteit wordt ingetrokken. Krijg je in verslaaf van de medoware aangeboden, wijgehet en doen melding bij je ouders, leekacht of politie.","The police receive a lot of signals that children from groups 7 and 8 and the first class of the Medoware School are offered snus from criminals.Snus is the container in the shape of a tablet or a takje.We see that SNUS is an external evening, because after using three juices you can slave.And that is exactly what those criminals want to make your addict.So that you do in front, so they do illegal chores for a.As a result, the police see that children slowness is withdrawn crime.You will be offered in addict of the Medoware, we are given and report to your parents, thought or police.","Police warn that criminals are offering snus (oral tobacco) to elementary and middle school students at Medoware School.  They highlight the addictive nature of snus and how criminals use it to exploit children for illegal activities.  The video urges students to report any snus offerings to parents, teachers, or police.  The intended tone is serious and cautionary."
@adde.aa_video_7162162320955706629.mp4,@adde.aa_video_7162162320955706629.mp3,1.38, Let's go!,Let's go!,No transcript available.
@antoniobankjes_video_7256469718310210843.mp4,@antoniobankjes_video_7256469718310210843.mp3,48.0," Ik heb de voorzien in de celatie van de Achman. Pasblie toe even deilinisme zetrouwen man. Laten we aftrappen man. Mijn trouwlofen met centrale verdediging. Hebben we een reist, ja. Gedeckdorom, Boularrouwch en Antrouw. Maar een andere kantrouw, maar het is heel leuk zo. Mijn dres bek, mij heren we een koei heiskla. Oké, laten we gaan. Links bek! Tof van die van bron kost hij een goeie. Hij punt hem van als iemand. Hij gaat lofen, maar het is heel rack op een midden van. Mijn trouwlofen, hoe maak je weet, die combinatie met die speta. Mijn diteen van van van Achman is Alexander Patto, het is best de tijd. Er gaan lofen, Adébayeou is van de Achman van het Partijtje. Aerobien jouw suttsappere ook. En die speta van van van Darm, dat is Ola-Touw, vol nummer. Het is van de weekend, het slaat er maar. Ho-ho-ho! Ho-ho-ho! Ho-ho-ho!","I have provided the Celatie of the Achman.Pasblie just deilinism soys man.Let's kick off man.My wedding flopes with central defense.We have a trick, yes.Gedeckdorom, Boularrouwch and Anrouw.But a different lace, but it is very nice.My dres beak, my gentlemen we have a cow heiskla.Okay, let's go.Left mouth!Great from that of Bron he costs a good one.He pointed him as anyone.He is going to praise, but it is very rack on a center of it.My wedding flopes, how do you know, that combination with that Speta.My this one from Van Achman is Alexander Patto, it's quite time.There are praise, Adébayeou is from the Achman of the game.Aerobien your suttsappere too.And that Speta from Van Darm, that is Ola-Touw, full of number.It is from the weekend, it just hits.Ho-Hoho!Ho-Hoho!Ho-Hoho!","The video appears to show a person humorously commentating a soccer (football) game, likely a video game. The commentary is nonsensical and filled with made-up player names and terms. There's a repetitive ""Ho-Hoho!"" suggesting a jovial, possibly slightly manic, tone. No clear addictive behavior or ONP use is evident."
