Video_File,Audio_File,Duration,Transcript
@zyngod69_video_7148164801141820715.mp4,@zyngod69_video_7148164801141820715.mp3,21.84, I don't need it I don't need it I definitely don't need it I don't need it I don't need it I don't need it I don't need it I don't need it I need it
@safetykate_video_7218744535080258858.mp4,@safetykate_video_7218744535080258858.mp3,51.6," So today this guy saw me on a job walk. Hey, genuine question. I'm all. Oh my god, yeah, he's empty. He says, how is wearing high visibility going to stop me from getting run over by car? Oh my god. Um, it won't. It could help you to not. That's the hope, right? High visibility. So yeah. Anyways, I didn't make a roll so it's just a good idea."
@lereverendsamy_video_7173703741927886086.mp4,@lereverendsamy_video_7173703741927886086.mp3,6.0,出 出 飞楼屁股出 飞楼
@adrianfloren_video_7142075041780354310.mp4,@adrianfloren_video_7142075041780354310.mp3,49.16," Ja, jag någda aldrig klara stig den Toppen av var en där en larmiger Krets man aiming buradan gör typen Jag säger Vi Ralph, det är till ochкие Till och dep NC"
@polletestar_video_7213729321255521541.mp4,@polletestar_video_7213729321255521541.mp3,59.0," Stjärna var kanske baknytt av så politiska sådär idag Hav inget annat än Iceberg, Raspberry Gun Mycket trevlig dosade väg till dera när det är Gun, låt oss tuppten Det luktar väldigt mycket hallåg Och så vi kan se så har det ju kommit en lite genetisk modiftikation här i snusen Så vi ser lite rosa prickar, det vill säga att det representerar hallånen Om ni inte visar vad Hallån sån är lattare idag, skål Mmm, mmm Som vi vet, när det står extrem Det är 115 mg uppåt när jag skar Men det är 105 mg runt där man har en större extrem Så därför väntar den komma stark Det smakar inte så mycket gift och gillar hallån smaken Det smakar väldigt söt, det smakar sommar Det smakar att vi kommer vara 25 grader i morgon Hänger du med vad man har menat? Det är väldigt bu och trevlig snus Det är som att de dansar en pirret i munnen på item Detta måste jag ju ha en halv till 10 poldrar Tack så mycket, ha det godtrott"
@adventureprenuer_video_7243708839101582618.mp4,@adventureprenuer_video_7243708839101582618.mp3,24.0," Hej! Nu! Ja! Har du en snus eller? Jo, men det är klart att ha. Tack! Det är inga problem, man. Tack! Det är inga problem, man. Tack! Det är inga problem, man."
@samwardrop_video_7206290043177143558.mp4,@samwardrop_video_7206290043177143558.mp3,31.799999999999997," A few football players, or you love football, you'll probably see people take this. This is the biggest lot of shit known to man, snooze. And I'm going to tell you exactly why it's awful. These little pouches are meant for sticking in your gum and they give you a nicotine hit. And for some reason some footballers use it. And what I'm going to tell you is if you are footballer, you should find some more shit."
@whobrangbutters_video_7210509877863615790.mp4,@whobrangbutters_video_7210509877863615790.mp3,13.56," You ever make a jig for something and cucks crooked and you're like what the fuck's going on here? Oh, oh! Little zinny's in. Shoot."
@victoria_svendsen_video_7244544093563473178.mp4,@victoria_svendsen_video_7244544093563473178.mp3,14.92," They're for each other New threats Starlin' how we feel Talking about their Has to bring us together We can do what we think With our plan, the dream Take a chance and believe Make it real But we're friends"
@therealgoilarn_video_7256812965318446363.mp4,@therealgoilarn_video_7256812965318446363.mp3,33.8," Hej, GoiLan från GoiPartiet här. Vi tänker ta in riktigt snus i snusklubbuna. Nu får vi oss sluta snåla. En dip så oss per nackhet på danken. Vi tänker ta bak reklamen på bio. Det är film när vi har betalat för. Inkar reklamen. Vi kommer ta tillbaka Besteetest till SVT. När vi har fått 10 000 fulligare på Instagram kommer vi sätta upp alla valkampanier. Det är en lång film på Youtube."
@zyngod69_video_7146977153651854635.mp4,@zyngod69_video_7146977153651854635.mp3,8.5, Do not sell marijuana to my husband. Okay. I mean...
@dagens_macka_video_7252954712331390234.mp4,@dagens_macka_video_7252954712331390234.mp3,35.4," Det finns då någon goda där dusade hög, hela et diagnostic. Jag herrar att verkligen då är det hur smoking Det är ju bara att hålla som är fel, som är inte framåt. Sår man? Man verkligen är det väl smoking? wanna sjarna veckor man kan ta när om ett huvudreg Throughout time vätpedet på halt. Rese ur gegetban"
@bordsanka_video_7146191852645977350.mp4,@bordsanka_video_7146191852645977350.mp3,101.72," Idag ska vi testa den här. Det är Kiro Extra Strong Thinglingumint. Okej, så det här blir en first impression. Om jag luktar riktigt riktigt kallmint, men jag får man börsa tenderna. Och sen ska cykla i vinterkilarna. Den kallamint. Men vi tar den så. Det känns som att det är sönderdag. Eller hela dagen har jag bara det sönder. Men det är inte att den är torsdag. Vi kan göra med läsen för att jag länkte till månader och har såt bra ägen ut. Och jag älskar den serien. När man har sådana är jag att säga att jag älskar ha såt bra ägen som är nära till en besatt. Om jag besatt så menar jag till 4 olika poddar om ha såt bra ägen i veckan. Det är som jag har varit uppfärdigt för om sen 2013 tid. Och var fettbesviken på hög grams för oss lutar det. Och hade inget förväntningar på hög grams och... Jag är målas. Det är en bra serie. Kolla på dem, inte att sätta den. Har ni sett den? Skriv vad ni tycker om den. För att senaste avsnittet. Så bra. Förlåt för min ranta. Men till vaktusen. Det var en bra minst. Det var fiskervlig, bra styrka. Typ, skjöv, typ. Ja, höj typ. It's a solid one. Ni åter till Halsutdragen. Om ni kollar på den serien, vill jag veta vad ni tycker. Skriv i kommentarerna. Och så tagga vi till måndag."
@juliohellore_video_7223789651847417115.mp4,@juliohellore_video_7223789651847417115.mp3,17.7, och energ oh j helicoptera rav tar bur det inte bara bakar den här hem i år var jag ska göra gubbt den här där mmm var gott
@johnvidar_video_7254639305790934298.mp4,@johnvidar_video_7254639305790934298.mp3,27.84," Vil kan noe snusere sente? Men hvis bort av frøktene man kan gjøre på snuset, er pok. Nr. 7 Gå på ekstra, frøktene er skjærven. Eppok. Siv. Okei. Sørksøk. Djøk. Okei. Djøpe. Kommer hjem, seg rettere. Nr. 23. Manten storm. Siv. Jeg fannska det betyd. Og det hovedet det bruker, det hette. Nr. 7. Fries. Faire. Kan få betyd av det jeg sat og støver. Sånn er ingenting."
@sir_wiss_video_7254211679519509787.mp4,@sir_wiss_video_7254211679519509787.mp3,2.0, Make it spin a secondЬ
@ompalompahihi_video_7205606744775724293.mp4,@ompalompahihi_video_7205606744775724293.mp3,10.0," You can let it all go, if it let it all go So, free fall, it's hot, free fall Count is a devil, it's a devil say Why you being called a slave?"
@baccercanman_video_7176079742364503342.mp4,@baccercanman_video_7176079742364503342.mp3,1.78, I
@ondreayass_video_7149897323269721386.mp4,@ondreayass_video_7149897323269721386.mp3,8.56," How much wood can a wood chuck chuck if a wood chuck could rip up or neckys in? He's upper necky lit, pillows, fruit, aaaah, fruit!"
@ktvlogs69_video_7152661243386400043.mp4,@ktvlogs69_video_7152661243386400043.mp3,8.56, How much wood can a wood truck chuck if a wood truck could rip up or neckys in? He's upper neckys with pillows for that food
@la.speciale_video_7192637677554896134.mp4,@la.speciale_video_7192637677554896134.mp3,61.0," Et les clips ! Non, bref c'est chaud là ce qui se passe Bah c'est chaud oui non, bref Parce que je viens de recevoir un appel La professionnellement Par là, pour la saison prochaine Par rapport à ça là C'est en juge, c'est en juge Bref pour aller vite fait, il casse en va plaire dans les détails J'ai reçu un appel de mon agent Bref, il m'a dit que pour les clubs il n'y avait pas de soucis Ça allait aller m'en trouver le seul truc C'est faut que j'arrête de m'afficher sur les réseaux bannards En train de faire n'importe quoi Donc il m'a pas cité les snuzz ! Il m'a pas cité, il m'a dit bon d'un soirée Il y a un zilaran Après, il y a un zilaran, je fais pas, je fais pas, je vois pas Donc ça, je n'ai pas de soucis, mais ça là Il va falloir j'arrête de me montrer avec Ça veut dire plus de vidéos sur ça Malheureusement, heureusement, je ne sais pas trop Mais en live, ça va s'enver quand même Non je rigole Non je rigole pas Bref, c'était juste pour vous dire ça du coup Voilà c'est tout, puis je vais pas rapport au club Ça peut faire une mauvaise image, c'est pas quoi Mais voilà quoi, c'est tout, c'est tout, bref, la meuf Faites attention à vous et prenez soin de vous"
@antoniobankjes_video_7259787363092647195.mp4,@antoniobankjes_video_7259787363092647195.mp3,42.72," Hallo, ik ben een hele verfeeling de Tilbergse opstelling van Dachman. Wat zal Loma die links buiten? De jongezomerse jonge. Op de boomer! Oké, dan. Wat we hebben ook schrikers in die verdader ging, maar... ...want afvort, spuit Killa Kante. Echt Loma, wie is deze man de jonge? Nee, ik heb het nog. Nee, ik heb het nog. Wat is je dan? Ha, ha, ha, Loma, wat? Wat ja? Alexander Isak, pleit ook, eindig mee. Maar, Kalo, meneer, is buiten, ma. De S-bad en Nenele? Nenele? Oké, dan her hier is.. Happy made seat,omes now die enaren insuite gebouwd. Frankse want de jaw en de restbal weershirt beval!"
@robertderosa22_video_7215880687226785026.mp4,@robertderosa22_video_7215880687226785026.mp3,7.78," Wuggin Mozart, Look at that losnusza Mm-Halfon, My organised singing Aaaaaaahhhhh Iron F A denen"
@profootballfocus_video_7261120047526022442.mp4,@profootballfocus_video_7261120047526022442.mp3,8.0," Come be like crew who's gonna like Yes sir, yes sir Go lose in there Yes sir"
@justcamplease_video_7237811356978793770.mp4,@justcamplease_video_7237811356978793770.mp3,6.0, Leave me alone! No! I can't run!
@thebig_kieff_video_7263137895865699626.mp4,@thebig_kieff_video_7263137895865699626.mp3,8.32, I'm here to come and be here tonight.
@lilly..holt_video_7206477444205792554.mp4,@lilly..holt_video_7206477444205792554.mp3,7.72," Oh Make you want to kick a fat kid at K. Mark, you know what I'm saying praise God baby"
@hotcupofthea_video_7179252467987795205.mp4,@hotcupofthea_video_7179252467987795205.mp3,11.5," Who are you referring to? Camilla. Why would I care about her? Because I care about her! Morning, noon and night I care about her!"
@un777ucky_video_7135005591113731374.mp4,@un777ucky_video_7135005591113731374.mp3,160.28,"raise mitosin кар� automotive 0860ml 1umlu 10Some  warmer 40g 40g Pia. I didn't expect the taste of citrus, like right away, for the citrus to be gone. Sometimes my zin hacks, zacks, which is dumb, just dumb, stupid. But sometimes they're dumb, good, and this is dumb, good. I call it dulce enchizados. Or zika, zika candy. I think it's gonna burn a little of my gum, though. Like, it's just up there burning. But I'm for it. Remember a second ago when I said it was dumb, good. Don't do it. Don't do it. I can't. My gum is numb, feels raw. I just wouldn't do it. My gum might just be weak. It's still good, though. I just left up my gum. I think. They're probably okay. It'll be okay."
@itzbalkano_video_7247518723576270106.mp4,@itzbalkano_video_7247518723576270106.mp3,106.44," Okej, tiden har kommit. Då balkar jag och ska testa tre fucking prickar. Nu kör vi. De är så förrasnusvideo, så testar jag två prickar. Det var helt borta. Nu har vi tre prickar här. Åh! Jag fick lära mig ingre av en grabbik kommentarerna. Han sa bara, jag ska inte på västet sida. Jag spärr för dem. Jag väljer, men till ni det ska vara så. Så tack så mycket du som sa. Jag ser mig här. Det är deflattare ut. Skitjade jag i livet. Det alla som stöder ut är skål. Är det de sväts stora? Bas. Jag bryr upp det varma, så jag börjar sätta oss. Jättesat förra gånger. Nej, det beror på det där. Han var i sprända också. Nu är jag. Nu är det kommiga. Han blev kommiga. Nej, nu är det kommiga gånger. Du är swider. Jag har aldrig haft en svidare. Jag pratar ej. Nej, nej. Jag bryr upp bäst när det är... Men vacka svar. Håra omblast. Men det är stor rydgäll, så klart som typ. Skrissar bil. Nej, jag har bara fyrt bil. Han bara fyrt bil man är. Nej, jag är mig här, vi kör. Ha ha ha ha ha. Armin, Armin, Armin. Armin, Armin, Armin. Armin, Armin, Armin, Armin. Armin, Armin, Armin. Armin, Armin, Armin. Idiot. Baks, du är kollabor. Är jag var för bil. Armin är bil. Sjö. Vota vacka. Han är bil och har tre prickar var. Vem tyckú likes. Det kommer aldrig ha. Vem tyckú likes. Jag testar Siberia. Jag la folk är om ni la den här videon. Till och fel jag like. Sjö gishtyre. Ni vet hur det är. Balkan och ta ver."
@copacabanathacreator_video_7238277888867454251.mp4,@copacabanathacreator_video_7238277888867454251.mp3,18.0, Let's fucking go buddy. Welcome to Zins and Addy. For a city taste of Zins and Addy food festival. We've got ourselves the Zins truck buddy. Naked Team pouches for Zins buddy. Let's fucking go buddy. Passing out the Zins pouch of Protect East for the boys.
